                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                 1.0624,                0.45176,                 1.1569,                0.97032,                0.98021,                0.98753,                0.70243,                 1.1227,                0.43375,                 1.3923,              0.0075085,              0.0075085,              0.0075085
                    153,                 1.0602,                 0.4509,                 1.1174,                0.97094,                0.98681,                0.98536,                0.67918,                  1.141,                0.44524,                 1.4151,               0.007492,               0.007492,               0.007492
                    154,                 1.0501,                0.44889,                 1.1081,                0.97123,                0.97997,                0.98667,                0.68884,                 1.1262,                0.44985,                 1.3997,              0.0074755,              0.0074755,              0.0074755
                    155,                  1.063,                0.45809,                 1.1209,                0.96392,                0.98285,                0.98606,                0.68964,                 1.1324,                0.44605,                 1.4094,               0.007459,               0.007459,               0.007459
                    156,                 1.0464,                0.44782,                  1.114,                0.91424,                0.95778,                 0.9727,                0.65818,                 1.1631,                0.52607,                 1.4331,              0.0074425,              0.0074425,              0.0074425
                    157,                 1.0712,                 0.4517,                 1.1199,                0.94124,                0.97211,                 0.9825,                0.66776,                 1.1602,                0.48463,                 1.4323,               0.007426,               0.007426,               0.007426
                    158,                 1.0578,                0.45207,                 1.1374,                 0.9609,                 0.9657,                0.98418,                0.68328,                 1.1373,                0.46277,                 1.4169,              0.0074095,              0.0074095,              0.0074095
                    159,                 1.0483,                 0.4458,                 1.1482,                0.96365,                0.97922,                0.98515,                0.68818,                 1.1226,                0.43741,                 1.4124,               0.007393,               0.007393,               0.007393
                    160,                 1.0271,                0.44338,                 1.1055,                0.96617,                0.98021,                0.98619,                0.69994,                 1.1058,                0.43276,                 1.3806,              0.0073765,              0.0073765,              0.0073765
                    161,                 1.0334,                0.43702,                 1.0822,                0.96865,                0.98021,                0.98548,                0.69981,                 1.1029,                0.42979,                 1.3838,                0.00736,                0.00736,                0.00736
                    162,                 1.0373,                0.44331,                 1.1238,                0.97066,                 0.9601,                 0.9864,                0.67724,                 1.1749,                0.46711,                 1.4749,              0.0073435,              0.0073435,              0.0073435
                    163,                 1.0472,                0.44592,                 1.1224,                0.95947,                0.96817,                0.98543,                0.68709,                 1.1313,                0.44622,                  1.415,               0.007327,               0.007327,               0.007327
                    164,                  1.035,                 0.4384,                 1.0965,                 0.9678,                0.97889,                0.98708,                0.68891,                 1.1285,                0.44196,                 1.4165,              0.0073105,              0.0073105,              0.0073105
                    165,                 1.0408,                0.43897,                 1.1033,                0.97073,                0.98285,                0.98652,                0.70079,                 1.1119,                0.42627,                 1.4008,               0.007294,               0.007294,               0.007294
                    166,                 1.0435,                0.44076,                 1.1191,                0.96365,                 0.9723,                0.98667,                0.68319,                 1.1424,                0.45777,                 1.4318,              0.0072775,              0.0072775,              0.0072775
                    167,                 1.0315,                0.43966,                 1.1008,                0.96495,                0.98056,                0.98774,                0.69351,                 1.1266,                0.43424,                 1.4183,               0.007261,               0.007261,               0.007261
                    168,                   1.01,                0.43564,                  1.123,                0.96766,                 0.9867,                0.98715,                0.69153,                 1.1325,                0.43832,                  1.402,              0.0072445,              0.0072445,              0.0072445
                    169,                 1.0343,                0.44022,                 1.0909,                0.96383,                0.98434,                0.98822,                0.68641,                 1.1472,                0.43597,                 1.4191,               0.007228,               0.007228,               0.007228
                    170,                 1.0322,                0.43747,                 1.1099,                0.95616,                0.97832,                 0.9855,                 0.6805,                 1.1273,                 0.4528,                 1.3998,              0.0072115,              0.0072115,              0.0072115
                    171,                 1.0324,                0.43866,                 1.0939,                0.97121,                0.97898,                0.98632,                0.68806,                 1.1412,                0.44238,                 1.4344,               0.007195,               0.007195,               0.007195
                    172,                 1.0281,                0.43716,                 1.1067,                0.97049,                0.98285,                0.98736,                 0.6908,                 1.1361,                0.43699,                 1.4146,              0.0071785,              0.0071785,              0.0071785
                    173,                 1.0379,                0.43296,                   1.12,                0.97272,                0.98777,                0.98884,                0.69531,                 1.1299,                0.43362,                 1.4067,               0.007162,               0.007162,               0.007162
                    174,                 1.0527,                0.44117,                 1.1174,                0.96906,                0.98285,                0.98844,                0.69598,                   1.14,                0.43354,                 1.4141,              0.0071455,              0.0071455,              0.0071455
                    175,                 1.0258,                0.43174,                 1.1036,                0.96816,                0.97757,                0.98582,                0.69072,                 1.1304,                 0.4386,                  1.405,               0.007129,               0.007129,               0.007129
                    176,                 1.0148,                0.42923,                 1.1273,                0.97086,                0.98021,                0.98687,                 0.6872,                 1.1457,                0.44077,                 1.4273,              0.0071125,              0.0071125,              0.0071125
                    177,                 1.0194,                0.43479,                 1.1102,                0.96998,                0.98054,                0.98718,                0.69285,                 1.1234,                0.43091,                 1.4001,               0.007096,               0.007096,               0.007096
                    178,                 1.0273,                0.43509,                 1.1344,                0.96474,                0.97889,                0.98723,                0.68997,                 1.1275,                 0.4438,                 1.4043,              0.0070795,              0.0070795,              0.0070795
                    179,                 1.0033,                0.42502,                 1.1011,                0.94637,                0.96306,                0.98442,                0.68048,                 1.1511,                0.45839,                 1.4275,               0.007063,               0.007063,               0.007063
                    180,                 1.0246,                0.43161,                 1.0869,                0.96865,                0.97361,                0.98808,                0.69099,                 1.1362,                0.44552,                  1.419,              0.0070465,              0.0070465,              0.0070465
                    181,                 1.0309,                0.43803,                 1.0894,                0.96387,                0.97625,                0.98574,                0.69482,                  1.119,                0.44567,                 1.3915,                0.00703,                0.00703,                0.00703
                    182,                 1.0196,                0.43035,                 1.0943,                0.96549,                0.97361,                0.98575,                0.69621,                 1.1034,                0.43833,                  1.391,              0.0070135,              0.0070135,              0.0070135
                    183,                 1.0265,                0.43126,                 1.1055,                0.95885,                 0.9838,                0.98643,                0.70258,                 1.1002,                0.43334,                 1.3766,               0.006997,               0.006997,               0.006997
                    184,                 1.0191,                0.43357,                 1.1062,                0.97194,                0.97493,                0.98634,                0.69565,                 1.1225,                 0.4285,                 1.4053,              0.0069805,              0.0069805,              0.0069805
                    185,                 1.0185,                 0.4346,                 1.1018,                0.97241,                0.98153,                 0.9867,                0.69831,                 1.1131,                0.43216,                  1.401,               0.006964,               0.006964,               0.006964
                    186,                0.99588,                0.42024,                 1.1035,                0.97233,                0.98549,                0.98692,                0.70188,                 1.1191,                0.43125,                 1.4095,              0.0069475,              0.0069475,              0.0069475
                    187,                 0.9896,                0.42681,                 1.1102,                0.97121,                0.97919,                0.98685,                0.69665,                 1.1167,                0.43129,                 1.4022,               0.006931,               0.006931,               0.006931
                    188,                 1.0038,                0.42288,                 1.1012,                0.96873,                0.98104,                0.98784,                0.70274,                  1.117,                0.43591,                 1.4147,              0.0069145,              0.0069145,              0.0069145
                    189,                  1.028,                0.43691,                 1.0846,                0.96509,                0.98549,                0.98697,                0.69935,                 1.1183,                0.43477,                 1.4132,               0.006898,               0.006898,               0.006898
                    190,                 1.0026,                0.42674,                 1.0765,                0.97081,                0.97625,                 0.9865,                 0.6958,                 1.1314,                0.43046,                 1.4355,              0.0068815,              0.0068815,              0.0068815
                    191,                 0.9917,                0.42504,                  1.119,                0.97077,                0.98153,                0.98702,                0.70527,                 1.1204,                0.42726,                 1.4179,               0.006865,               0.006865,               0.006865
                    192,                0.98971,                 0.4226,                  1.103,                 0.9674,                0.97868,                0.98708,                0.69194,                 1.1231,                 0.4342,                 1.4192,              0.0068485,              0.0068485,              0.0068485
                    193,                 1.0201,                0.42686,                 1.1005,                0.96859,                0.98153,                0.98565,                0.69128,                 1.1354,                0.43178,                 1.4293,               0.006832,               0.006832,               0.006832
                    194,                 1.0111,                0.42692,                 1.1164,                0.97002,                0.98187,                0.98663,                0.69969,                 1.1209,                 0.4199,                 1.4064,              0.0068155,              0.0068155,              0.0068155
                    195,                 0.9989,                0.42795,                 1.1202,                0.96102,                0.98153,                 0.9869,                0.69905,                 1.1229,                0.43556,                 1.4162,               0.006799,               0.006799,               0.006799
                    196,                 1.0099,                0.42566,                 1.1119,                0.95306,                0.96834,                0.98475,                0.67815,                 1.1379,                 0.4644,                 1.4124,              0.0067825,              0.0067825,              0.0067825
                    197,                0.99843,                0.42548,                 1.0988,                0.96396,                0.98807,                0.98651,                0.70045,                 1.0974,                0.42778,                  1.379,               0.006766,               0.006766,               0.006766
                    198,                0.99883,                0.42564,                 1.0856,                0.96492,                0.97972,                0.98399,                0.69769,                 1.1033,                0.43166,                 1.3921,              0.0067495,              0.0067495,              0.0067495
                    199,                 1.0006,                0.42687,                 1.1023,                0.96383,                0.98439,                0.98409,                0.69192,                 1.1287,                0.43027,                  1.422,               0.006733,               0.006733,               0.006733
                    200,                   0.99,                0.41861,                 1.1038,                0.96587,                0.98285,                0.98615,                0.69546,                 1.1299,                0.42555,                 1.4203,              0.0067165,              0.0067165,              0.0067165
                    201,                0.99966,                0.41516,                 1.0714,                 0.9633,                0.97757,                0.98519,                0.68023,                 1.1331,                0.46029,                 1.4125,                 0.0067,                 0.0067,                 0.0067
                    202,                0.99747,                0.41766,                 1.0626,                0.97082,                0.98549,                0.98703,                0.70062,                 1.1115,                0.41746,                 1.3947,              0.0066835,              0.0066835,              0.0066835
                    203,                0.99736,                0.41335,                 1.0903,                0.96661,                0.97361,                0.98602,                0.69345,                 1.1256,                0.43056,                 1.4044,               0.006667,               0.006667,               0.006667
                    204,                 1.0001,                0.41621,                 1.0841,                0.97243,                0.97709,                0.98614,                0.70443,                 1.1055,                 0.4189,                 1.4025,              0.0066505,              0.0066505,              0.0066505
                    205,                0.98556,                0.41292,                  1.087,                0.95853,                0.97583,                0.98417,                0.69018,                 1.1249,                0.44075,                 1.4128,               0.006634,               0.006634,               0.006634
                    206,                0.99598,                0.42281,                 1.0536,                0.95405,                0.98617,                0.98506,                0.69605,                 1.1249,                0.43298,                 1.4193,              0.0066175,              0.0066175,              0.0066175
                    207,                0.98215,                0.41483,                 1.0733,                0.96831,                0.98153,                0.98728,                0.71328,                 1.1031,                0.42109,                 1.3999,               0.006601,               0.006601,               0.006601
                    208,                0.97552,                0.41344,                 1.0635,                0.96404,                0.98549,                0.98668,                0.70437,                 1.1018,                0.42336,                 1.3825,              0.0065845,              0.0065845,              0.0065845
                    209,                0.98828,                0.41676,                 1.0722,                0.95766,                0.96438,                0.98442,                0.68658,                 1.1226,                0.44281,                 1.4063,               0.006568,               0.006568,               0.006568
                    210,                0.98924,                0.41427,                 1.0639,                0.96593,                0.98021,                  0.986,                0.69728,                 1.1042,                0.42509,                 1.4007,              0.0065515,              0.0065515,              0.0065515
                    211,                 0.9816,                 0.4136,                 1.0739,                0.97056,                0.98285,                0.98639,                0.70264,                 1.1038,                0.41495,                 1.4098,               0.006535,               0.006535,               0.006535
                    212,                0.98357,                0.41753,                 1.0713,                0.97003,                0.98211,                0.98525,                0.69284,                 1.1188,                0.42666,                 1.4325,              0.0065185,              0.0065185,              0.0065185
                    213,                 1.0021,                0.42218,                 1.0745,                0.96827,                0.97757,                 0.9851,                0.69506,                 1.1125,                0.42387,                 1.4236,               0.006502,               0.006502,               0.006502
                    214,                0.98288,                0.41439,                 1.0715,                0.95882,                  0.983,                0.98378,                0.69648,                   1.11,                0.43828,                 1.4088,              0.0064855,              0.0064855,              0.0064855
                    215,                0.98703,                 0.4236,                 1.0818,                0.96875,                0.98152,                0.98616,                0.70029,                 1.1105,                0.43268,                 1.3986,               0.006469,               0.006469,               0.006469
                    216,                0.99065,                0.41218,                 1.0901,                0.96131,                0.97098,                  0.986,                0.69384,                 1.1196,                0.44682,                 1.3945,              0.0064525,              0.0064525,              0.0064525
                    217,                0.97678,                0.40907,                 1.0633,                0.96654,                0.98681,                0.98561,                0.69096,                 1.1333,                0.43382,                 1.4217,               0.006436,               0.006436,               0.006436
                    218,                0.98644,                0.40777,                 1.0847,                0.97101,                0.97221,                0.98575,                0.69898,                 1.1306,                0.43364,                 1.4093,              0.0064195,              0.0064195,              0.0064195
                    219,                0.97011,                0.41624,                 1.0963,                0.97222,                 0.9696,                0.98642,                0.68953,                 1.1308,                0.43326,                 1.4205,               0.006403,               0.006403,               0.006403
                    220,                0.98594,                0.41409,                 1.0851,                0.96063,                0.98549,                0.98572,                  0.697,                 1.1224,                0.42896,                 1.4028,              0.0063865,              0.0063865,              0.0063865
                    221,                0.98334,                0.41266,                 1.0869,                0.95967,                0.98549,                0.98538,                0.70365,                 1.1047,                0.42206,                 1.3817,                0.00637,                0.00637,                0.00637
                    222,                0.96614,                0.41606,                 1.0763,                0.96723,                0.97363,                0.98521,                0.69888,                 1.0986,                0.43148,                 1.3928,              0.0063535,              0.0063535,              0.0063535
                    223,                 0.9711,                0.41568,                 1.0755,                0.96631,                0.98397,                 0.9862,                0.70805,                 1.0967,                0.42452,                 1.3836,               0.006337,               0.006337,               0.006337
                    224,                0.99492,                0.42068,                  1.101,                0.97011,                 0.9847,                0.98696,                0.70815,                 1.0949,                0.41636,                 1.3954,              0.0063205,              0.0063205,              0.0063205
                    225,                 0.9777,                0.41013,                 1.0764,                0.97363,                0.98681,                0.98518,                 0.7005,                 1.0979,                0.41649,                 1.3969,               0.006304,               0.006304,               0.006304
                    226,                 0.9594,                0.40835,                 1.0789,                0.97008,                0.98379,                0.98715,                0.70827,                 1.1079,                0.42128,                  1.411,              0.0062875,              0.0062875,              0.0062875
                    227,                0.96457,                0.41662,                 1.0862,                 0.9702,                0.98797,                0.98705,                0.70976,                 1.1078,                0.41584,                 1.4053,               0.006271,               0.006271,               0.006271
                    228,                0.97445,                0.41252,                 1.0687,                  0.964,                0.98945,                0.98694,                0.69957,                  1.123,                 0.4205,                 1.4193,              0.0062545,              0.0062545,              0.0062545
                    229,                0.96402,                0.40825,                 1.0712,                0.95696,                  0.968,                0.98551,                0.69555,                 1.1169,                0.45259,                 1.4084,               0.006238,               0.006238,               0.006238
                    230,                0.96511,                0.40773,                 1.0627,                0.96745,                0.97098,                0.98744,                0.69926,                 1.1283,                0.43691,                 1.4267,              0.0062215,              0.0062215,              0.0062215
                    231,                0.98591,                0.41324,                 1.0771,                 0.9663,                0.98153,                0.98599,                0.69496,                 1.1227,                0.42381,                 1.4245,               0.006205,               0.006205,               0.006205
                    232,                0.96535,                0.40893,                 1.0735,                0.96932,                0.98021,                0.98541,                  0.701,                 1.1172,                0.42361,                 1.4087,              0.0061885,              0.0061885,              0.0061885
                    233,                0.94818,                0.40467,                 1.0914,                0.96455,                0.98681,                0.98704,                0.70531,                 1.1029,                0.41576,                  1.395,               0.006172,               0.006172,               0.006172
                    234,                0.95831,                0.41254,                 1.0901,                0.96042,                 0.9723,                0.98712,                0.69308,                 1.1126,                0.42602,                 1.4072,              0.0061555,              0.0061555,              0.0061555
                    235,                0.95216,                0.39725,                 1.0484,                0.96358,                0.97737,                0.98518,                0.70301,                 1.1122,                 0.4301,                 1.4045,               0.006139,               0.006139,               0.006139
                    236,                0.95257,                0.40356,                  1.073,                0.96395,                0.98285,                 0.9862,                0.69925,                 1.1139,                0.41667,                  1.409,              0.0061225,              0.0061225,              0.0061225
                    237,                0.94603,                0.40336,                 1.0752,                0.96486,                0.97098,                0.98597,                0.69643,                 1.1118,                0.42613,                 1.4146,               0.006106,               0.006106,               0.006106
                    238,                0.96914,                0.40227,                  1.073,                0.96225,                0.97522,                0.98556,                0.69605,                 1.1031,                0.43859,                 1.4164,              0.0060895,              0.0060895,              0.0060895
                    239,                 0.9616,                0.40288,                 1.0715,                0.97378,                0.98417,                0.98668,                0.70817,                 1.0913,                0.41919,                  1.391,               0.006073,               0.006073,               0.006073
                    240,                 0.9584,                0.40219,                  1.069,                0.96578,                0.96818,                  0.986,                0.69903,                 1.1184,                0.44071,                 1.4094,              0.0060565,              0.0060565,              0.0060565
                    241,                0.95534,                0.40021,                  1.075,                0.97119,                0.97835,                0.98595,                0.70901,                 1.0883,                0.41907,                 1.3904,                0.00604,                0.00604,                0.00604
                    242,                0.96864,                0.40562,                 1.0848,                0.96784,                0.97493,                0.98575,                0.71484,                 1.0899,                 0.4172,                  1.386,              0.0060235,              0.0060235,              0.0060235
                    243,                0.94243,                0.39515,                 1.0536,                0.97073,                0.97889,                 0.9853,                0.70832,                 1.1095,                0.42404,                 1.4097,               0.006007,               0.006007,               0.006007
                    244,                0.95989,                0.39843,                 1.0597,                0.96095,                0.97395,                0.98531,                 0.6955,                 1.1107,                0.42871,                 1.4168,              0.0059905,              0.0059905,              0.0059905
                    245,                0.97743,                0.40464,                 1.0761,                0.95404,                0.98586,                0.98575,                0.69467,                 1.1219,                0.43133,                 1.4192,               0.005974,               0.005974,               0.005974
                    246,                0.96218,                0.40637,                 1.0574,                0.96107,                0.98549,                0.98676,                0.70076,                 1.1256,                0.42988,                 1.4098,              0.0059575,              0.0059575,              0.0059575
                    247,                0.94357,                0.39666,                 1.0989,                 0.9672,                0.97264,                0.98542,                0.68656,                 1.1362,                0.45483,                 1.4101,               0.005941,               0.005941,               0.005941
                    248,                0.95666,                0.40231,                 1.0969,                0.96357,                0.97706,                0.98559,                0.69292,                 1.1168,                0.43784,                  1.408,              0.0059245,              0.0059245,              0.0059245
                    249,                0.94969,                0.40438,                  1.051,                0.97016,                 0.9864,                0.98677,                 0.7044,                 1.1015,                0.41631,                 1.3987,               0.005908,               0.005908,               0.005908
                    250,                0.92883,                0.39702,                 1.0649,                0.96125,                0.98191,                0.98457,                 0.6974,                 1.1056,                0.42872,                 1.4056,              0.0058915,              0.0058915,              0.0058915
                    251,                0.95427,                0.39699,                 1.0663,                0.96616,                0.98285,                0.98611,                 0.7027,                 1.1089,                0.41761,                 1.4059,               0.005875,               0.005875,               0.005875
                    252,                0.95745,                0.40051,                 1.0598,                0.97263,                0.98681,                0.98682,                 0.7082,                 1.1007,                  0.417,                 1.3925,              0.0058585,              0.0058585,              0.0058585
                    253,                0.95215,                0.40192,                 1.0529,                0.96644,                0.97757,                0.98618,                0.70114,                  1.101,                0.42081,                 1.4015,               0.005842,               0.005842,               0.005842
                    254,                0.94626,                0.40057,                 1.0703,                0.97249,                0.97919,                0.98863,                0.71163,                 1.0983,                0.41262,                 1.3972,              0.0058255,              0.0058255,              0.0058255
                    255,                 0.9573,                0.39984,                 1.0573,                 0.9663,                0.98359,                0.98712,                0.70963,                 1.1017,                0.41126,                  1.403,               0.005809,               0.005809,               0.005809
                    256,                0.94643,                0.39819,                 1.0736,                0.96627,                0.98268,                0.98843,                0.71406,                 1.0906,                0.41028,                 1.3907,              0.0057925,              0.0057925,              0.0057925
                    257,                0.95373,                0.39912,                 1.0572,                0.96007,                0.98339,                0.98715,                 0.7085,                 1.0974,                0.42012,                 1.3959,               0.005776,               0.005776,               0.005776
                    258,                0.94361,                 0.3969,                 1.0747,                0.96888,                 0.9723,                 0.9867,                0.69768,                 1.1015,                0.41934,                 1.4085,              0.0057595,              0.0057595,              0.0057595
                    259,                 0.9534,                0.39667,                 1.0717,                0.96603,                0.97757,                0.98817,                0.70242,                 1.0991,                0.41924,                 1.4014,               0.005743,               0.005743,               0.005743
                    260,                0.94788,                0.40303,                 1.0606,                0.97118,                0.97821,                0.98717,                0.70863,                 1.1206,                0.41955,                 1.4101,              0.0057265,              0.0057265,              0.0057265
                    261,                0.92385,                0.38985,                 1.0632,                0.96785,                0.98285,                0.98597,                0.70049,                 1.1384,                 0.4266,                 1.4364,                0.00571,                0.00571,                0.00571
                    262,                0.94679,                0.39195,                 1.0654,                  0.965,                0.98197,                0.98524,                0.70106,                  1.113,                0.42387,                 1.4138,              0.0056935,              0.0056935,              0.0056935
                    263,                0.94395,                0.39691,                 1.0596,                 0.9662,                0.98047,                0.98407,                0.69928,                 1.1046,                  0.432,                 1.3994,               0.005677,               0.005677,               0.005677
                    264,                 0.9433,                0.39457,                 1.0553,                0.96615,                0.97907,                 0.9861,                0.70634,                 1.1148,                0.41637,                 1.4204,              0.0056605,              0.0056605,              0.0056605
                    265,                0.91496,                0.38912,                 1.0596,                0.97298,                0.96834,                0.98534,                0.69959,                 1.1192,                0.41381,                 1.4342,               0.005644,               0.005644,               0.005644
                    266,                0.93315,                0.39109,                 1.0539,                0.96428,                0.98417,                0.98495,                0.70167,                 1.1116,                0.41783,                 1.4228,              0.0056275,              0.0056275,              0.0056275
                    267,                0.94648,                 0.3975,                 1.0659,                0.96329,                0.98285,                0.98545,                0.70221,                 1.1083,                0.41629,                 1.4201,               0.005611,               0.005611,               0.005611
                    268,                 0.9481,                0.39697,                 1.0613,                0.96514,                0.98608,                0.98497,                0.70857,                 1.1016,                0.40966,                 1.4132,              0.0055945,              0.0055945,              0.0055945
                    269,                0.94654,                0.39323,                  1.052,                0.96129,                0.98291,                0.98587,                0.70456,                 1.1063,                0.41276,                 1.4229,               0.005578,               0.005578,               0.005578
                    270,                0.94189,                0.39185,                 1.0626,                0.96222,                0.98813,                0.98558,                0.70889,                 1.1022,                0.41964,                  1.406,              0.0055615,              0.0055615,              0.0055615
                    271,                0.96784,                0.39894,                 1.0792,                0.96477,                0.98681,                0.98505,                0.70401,                 1.1135,                0.42596,                 1.4121,               0.005545,               0.005545,               0.005545
                    272,                0.93976,                0.38907,                 1.0367,                 0.9635,                0.97511,                0.98458,                0.69825,                 1.1211,                0.43065,                 1.4356,              0.0055285,              0.0055285,              0.0055285
                    273,                0.93914,                0.39049,                 1.0527,                0.96712,                0.98549,                0.98623,                0.70345,                 1.1078,                0.41945,                 1.4181,               0.005512,               0.005512,               0.005512
                    274,                0.95116,                0.40194,                 1.0504,                0.96629,                0.98549,                0.98651,                 0.7042,                 1.0973,                0.41665,                 1.3991,              0.0054955,              0.0054955,              0.0054955
                    275,                0.94556,                0.39382,                 1.0568,                0.96018,                0.98021,                0.98366,                0.69622,                 1.1016,                0.42144,                 1.3943,               0.005479,               0.005479,               0.005479
                    276,                0.93536,                0.38526,                 1.0473,                0.96537,                0.98549,                0.98509,                0.70282,                 1.0917,                0.41481,                 1.4007,              0.0054625,              0.0054625,              0.0054625
                    277,                0.92815,                0.39091,                  1.049,                0.95758,                 0.9827,                0.98641,                0.70564,                 1.0895,                0.41451,                 1.3982,               0.005446,               0.005446,               0.005446
                    278,                0.91721,                0.38461,                 1.0462,                0.95618,                0.97866,                0.98706,                0.70409,                 1.1029,                0.42956,                 1.4004,              0.0054295,              0.0054295,              0.0054295
                    279,                0.92574,                0.38992,                 1.0705,                0.97362,                0.97374,                  0.986,                0.71363,                 1.0909,                0.40802,                 1.4083,               0.005413,               0.005413,               0.005413
                    280,                0.92374,                0.39028,                   1.07,                0.96995,                0.98417,                0.98665,                 0.7101,                 1.0962,                0.40811,                 1.4203,              0.0053965,              0.0053965,              0.0053965
                    281,                0.89402,                0.38099,                 1.0565,                0.97123,                0.98285,                0.98773,                0.70912,                 1.1017,                  0.408,                 1.4404,                0.00538,                0.00538,                0.00538
                    282,                0.92744,                0.39193,                 1.0534,                0.96552,                 0.9723,                0.98592,                0.70043,                 1.1052,                 0.4203,                 1.4207,              0.0053635,              0.0053635,              0.0053635
                    283,                 0.9382,                 0.3935,                 1.0605,                0.94871,                0.97607,                0.98347,                0.69759,                 1.1153,                0.42814,                 1.4088,               0.005347,               0.005347,               0.005347
                    284,                0.91936,                0.38974,                 1.0665,                0.96633,                 0.9845,                0.98359,                0.69812,                 1.1094,                0.40965,                 1.4095,              0.0053305,              0.0053305,              0.0053305
                    285,                0.92237,                0.38614,                 1.0523,                0.96018,                0.98628,                 0.9837,                0.70646,                 1.1002,                0.40862,                  1.396,               0.005314,               0.005314,               0.005314
                    286,                0.91211,                0.38829,                 1.0455,                 0.9657,                0.98021,                0.98514,                0.69841,                 1.1178,                0.41532,                 1.4204,              0.0052975,              0.0052975,              0.0052975
                    287,                0.90485,                0.37934,                 1.0491,                0.96993,                0.97875,                0.98518,                0.70726,                  1.099,                0.41227,                 1.3971,               0.005281,               0.005281,               0.005281
                    288,                0.91845,                0.38768,                 1.0565,                 0.9593,                0.98285,                 0.9854,                 0.7046,                 1.1001,                0.41775,                 1.3965,              0.0052645,              0.0052645,              0.0052645
                    289,                 0.9121,                0.39095,                 1.0299,                0.96622,                0.98021,                0.98585,                0.70782,                 1.1079,                0.42127,                   1.42,               0.005248,               0.005248,               0.005248
                    290,                0.92889,                 0.3919,                 1.0438,                0.96387,                0.97361,                0.98312,                0.69735,                 1.1189,                0.42066,                 1.4282,              0.0052315,              0.0052315,              0.0052315
                    291,                0.89379,                0.38088,                 1.0507,                 0.9724,                0.97626,                0.98478,                0.70579,                 1.1064,                0.40893,                 1.4267,               0.005215,               0.005215,               0.005215
                    292,                  0.907,                0.38111,                 1.0694,                0.96744,                0.97989,                0.98472,                0.70087,                 1.1109,                0.41418,                 1.4246,              0.0051985,              0.0051985,              0.0051985
                    293,                0.90701,                0.38542,                 1.0351,                0.96722,                0.98285,                0.98446,                0.70012,                 1.1175,                0.42034,                 1.4302,               0.005182,               0.005182,               0.005182
                    294,                0.91922,                 0.3929,                 1.0533,                0.96734,                0.97688,                0.98594,                 0.7048,                 1.1066,                0.41472,                 1.4046,              0.0051655,              0.0051655,              0.0051655
                    295,                0.90886,                0.38112,                 1.0358,                0.96653,                0.97361,                0.98541,                0.70685,                 1.1028,                0.41201,                 1.4073,               0.005149,               0.005149,               0.005149
                    296,                0.93549,                0.38925,                 1.0423,                0.96289,                0.97493,                0.98387,                0.70866,                  1.101,                0.41909,                 1.4008,              0.0051325,              0.0051325,              0.0051325
                    297,                0.91434,                0.38272,                  1.039,                 0.9567,                0.96184,                0.98308,                0.69861,                 1.1091,                0.43801,                 1.4095,               0.005116,               0.005116,               0.005116
                    298,                 0.9167,                0.38253,                 1.0403,                0.96437,                0.98021,                0.98606,                0.70489,                 1.1077,                0.41937,                 1.4314,              0.0050995,              0.0050995,              0.0050995
                    299,                0.91817,                0.38459,                 1.0548,                0.96311,                0.98021,                0.98626,                0.70967,                 1.0949,                0.40917,                 1.4063,               0.005083,               0.005083,               0.005083
                    300,                0.91338,                0.38557,                 1.0646,                0.95491,                0.97793,                0.98371,                0.70288,                 1.0991,                0.41162,                 1.4045,              0.0050665,              0.0050665,              0.0050665
                    301,                0.89944,                0.37565,                   1.05,                0.96539,                0.98549,                0.98474,                0.71043,                 1.0974,                0.40984,                 1.4051,                0.00505,                0.00505,                0.00505
                    302,                0.91853,                0.38143,                 1.0509,                0.96573,                0.98153,                0.98499,                0.70785,                 1.1075,                 0.4163,                 1.4171,              0.0050335,              0.0050335,              0.0050335
                    303,                0.89631,                0.38041,                 1.0359,                0.96977,                0.97342,                0.98523,                0.71017,                 1.1033,                0.40908,                 1.4211,               0.005017,               0.005017,               0.005017
                    304,                 0.8767,                0.37669,                 1.0414,                0.96144,                0.98682,                0.98589,                0.70897,                 1.0975,                0.40886,                 1.4106,              0.0050005,              0.0050005,              0.0050005
                    305,                 0.9084,                0.38149,                 1.0464,                0.96317,                0.98417,                0.98611,                0.70116,                 1.1134,                0.41853,                 1.4217,               0.004984,               0.004984,               0.004984
                    306,                0.91436,                0.38239,                 1.0339,                0.96145,                0.98417,                0.98516,                0.69377,                 1.1236,                0.41598,                   1.43,              0.0049675,              0.0049675,              0.0049675
                    307,                0.87888,                0.37551,                 1.0326,                 0.9625,                0.98196,                0.98577,                0.69665,                 1.1188,                0.42169,                 1.4286,               0.004951,               0.004951,               0.004951
                    308,                 0.9009,                0.37939,                  1.054,                0.96143,                0.97625,                0.98617,                0.70286,                 1.1078,                0.42323,                 1.4167,              0.0049345,              0.0049345,              0.0049345
                    309,                0.89512,                0.37592,                 1.0417,                0.95889,                0.98464,                0.98723,                0.70374,                 1.1149,                0.42352,                 1.4105,               0.004918,               0.004918,               0.004918
                    310,                0.89713,                0.37567,                 1.0424,                0.95026,                0.98296,                0.98621,                0.69603,                  1.116,                0.43174,                 1.4198,              0.0049015,              0.0049015,              0.0049015
