                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    155,                   1.17,                 0.5303,                  1.265,                0.96301,                0.96834,                0.98654,                0.69045,                 1.1937,                0.52746,                  1.441,               0.007459,               0.007459,               0.007459
                    156,                 1.1666,                0.54061,                 1.2783,                0.96638,                 0.9657,                0.98803,                0.68636,                 1.2091,                0.52916,                 1.4467,              0.0074425,              0.0074425,              0.0074425
                    157,                 1.1772,                 0.5298,                  1.261,                0.95653,                0.95383,                 0.9867,                0.65773,                 1.2542,                0.57286,                 1.4894,               0.007426,               0.007426,               0.007426
                    158,                 1.1803,                 0.5376,                 1.2744,                0.95921,                0.96184,                0.98593,                0.67263,                 1.2438,                0.53721,                   1.48,              0.0074095,              0.0074095,              0.0074095
                    159,                 1.1554,                0.51828,                 1.2632,                0.94614,                 0.9591,                 0.9845,                0.66358,                 1.2451,                 0.5575,                 1.4881,               0.007393,               0.007393,               0.007393
                    160,                 1.1724,                0.52756,                 1.2619,                0.95728,                0.97559,                0.98802,                0.68651,                  1.204,                0.50663,                 1.4511,              0.0073765,              0.0073765,              0.0073765
                    161,                 1.1619,                 0.5176,                 1.2679,                0.95617,                0.97889,                0.98745,                0.68264,                 1.2009,                0.53577,                  1.437,                0.00736,                0.00736,                0.00736
                    162,                 1.1542,                 0.5245,                 1.2639,                0.96117,                0.96306,                0.98712,                0.68198,                 1.2269,                0.52885,                 1.4774,              0.0073435,              0.0073435,              0.0073435
                    163,                 1.1718,                0.53432,                 1.2613,                0.94464,                0.97361,                0.98625,                0.67424,                 1.2397,                0.53376,                 1.4781,               0.007327,               0.007327,               0.007327
                    164,                 1.1513,                0.52665,                 1.2706,                0.95407,                0.95383,                0.98543,                0.67245,                 1.2443,                0.54893,                 1.4917,              0.0073105,              0.0073105,              0.0073105
                    165,                 1.1551,                 0.5171,                 1.2795,                 0.9646,                0.96174,                0.98431,                0.68203,                 1.1948,                0.52386,                 1.4456,               0.007294,               0.007294,               0.007294
                    166,                 1.1351,                0.50977,                 1.2654,                 0.9655,                0.95383,                0.98592,                0.67894,                  1.211,                0.53752,                 1.4618,              0.0072775,              0.0072775,              0.0072775
                    167,                 1.1753,                0.52462,                 1.2437,                  0.965,                 0.9591,                0.98701,                0.68146,                 1.2209,                0.52874,                 1.4497,               0.007261,               0.007261,               0.007261
                    168,                 1.1473,                0.50974,                 1.2532,                0.96363,                0.95383,                0.98457,                0.68543,                 1.1912,                0.51395,                 1.4164,              0.0072445,              0.0072445,              0.0072445
                    169,                 1.1445,                0.51374,                 1.2496,                0.95979,                0.96306,                0.98599,                0.68907,                 1.1956,                0.50088,                 1.4246,               0.007228,               0.007228,               0.007228
                    170,                 1.1415,                0.51429,                 1.2498,                0.95673,                 0.9591,                0.98567,                0.68697,                 1.2095,                0.51169,                 1.4415,              0.0072115,              0.0072115,              0.0072115
                    171,                 1.1413,                0.51432,                 1.2492,                0.95912,                0.95945,                0.98587,                0.68708,                  1.214,                0.51555,                 1.4489,               0.007195,               0.007195,               0.007195
                    172,                 1.1345,                0.50572,                 1.2243,                0.96418,                0.95889,                0.98667,                 0.6933,                 1.1864,                0.52214,                 1.4367,              0.0071785,              0.0071785,              0.0071785
                    173,                 1.1382,                0.50678,                 1.2358,                 0.9432,                0.96398,                0.98445,                0.67325,                 1.2211,                0.53653,                  1.449,               0.007162,               0.007162,               0.007162
                    174,                 1.1471,                0.50866,                 1.2601,                0.95193,                0.96661,                0.98602,                0.67601,                 1.2058,                0.54285,                 1.4434,              0.0071455,              0.0071455,              0.0071455
                    175,                 1.1478,                0.50443,                 1.2389,                0.96874,                0.95515,                0.98622,                0.68754,                 1.1946,                0.50295,                 1.4243,               0.007129,               0.007129,               0.007129
                    176,                 1.1394,                0.50547,                 1.2555,                0.95468,                 0.9726,                0.98586,                0.68669,                 1.2075,                0.50469,                 1.4292,              0.0071125,              0.0071125,              0.0071125
                    177,                 1.1593,                0.52239,                 1.2479,                0.95822,                 0.9723,                 0.9874,                0.69606,                 1.1929,                0.49921,                 1.4195,               0.007096,               0.007096,               0.007096
                    178,                 1.1289,                0.50529,                 1.2672,                0.96647,                0.96174,                0.98718,                0.68648,                  1.222,                0.52271,                 1.4666,              0.0070795,              0.0070795,              0.0070795
                    179,                 1.1427,                0.50222,                 1.2528,                0.96124,                0.96042,                0.98659,                0.68665,                 1.2093,                0.53718,                 1.4594,               0.007063,               0.007063,               0.007063
                    180,                  1.107,                0.50201,                 1.2468,                0.95885,                0.96702,                0.98715,                0.68372,                 1.2174,                 0.5082,                 1.4505,              0.0070465,              0.0070465,              0.0070465
                    181,                 1.1352,                0.51438,                 1.2565,                0.95583,                0.97055,                0.98603,                0.68466,                 1.2104,                0.49921,                 1.4437,                0.00703,                0.00703,                0.00703
                    182,                 1.1197,                0.49191,                 1.2489,                0.95939,                0.95778,                0.98472,                0.67675,                 1.2171,                0.50724,                 1.4469,              0.0070135,              0.0070135,              0.0070135
                    183,                 1.1027,                0.49762,                  1.243,                0.96816,                0.96277,                0.98483,                0.68576,                    1.2,                0.50389,                  1.448,               0.006997,               0.006997,               0.006997
                    184,                 1.1255,                0.50651,                 1.2372,                0.95256,                 0.9723,                0.98653,                0.68962,                 1.2012,                0.50909,                  1.439,              0.0069805,              0.0069805,              0.0069805
                    185,                 1.1322,                0.50802,                 1.2306,                 0.9579,                0.96055,                 0.9838,                0.68196,                 1.2131,                0.52662,                 1.4491,               0.006964,               0.006964,               0.006964
                    186,                 1.1309,                0.49562,                 1.2464,                0.96798,                0.95706,                0.98707,                0.68476,                 1.2057,                0.52377,                 1.4462,              0.0069475,              0.0069475,              0.0069475
                    187,                 1.1139,                0.49174,                 1.2334,                0.95819,                 0.9657,                0.98555,                0.68076,                 1.2149,                0.52389,                 1.4499,               0.006931,               0.006931,               0.006931
                    188,                 1.1239,                0.50242,                 1.2278,                0.96508,                0.94808,                 0.9865,                0.67641,                 1.2246,                0.52954,                 1.4617,              0.0069145,              0.0069145,              0.0069145
                    189,                 1.1127,                0.49685,                 1.2491,                 0.9641,                0.95659,                0.98607,                0.67987,                 1.2188,                0.51884,                 1.4483,               0.006898,               0.006898,               0.006898
                    190,                 1.1074,                  0.499,                 1.2417,                0.96603,                0.96966,                0.98635,                0.68769,                 1.1966,                0.49367,                 1.4268,              0.0068815,              0.0068815,              0.0068815
                    191,                 1.1227,                0.50609,                 1.2407,                0.97846,                0.95868,                0.98686,                0.68139,                 1.1999,                0.49714,                 1.4232,               0.006865,               0.006865,               0.006865
                    192,                 1.1159,                0.49624,                  1.228,                0.95783,                0.96834,                0.98697,                0.67885,                 1.2175,                0.53455,                 1.4732,              0.0068485,              0.0068485,              0.0068485
                    193,                 1.1085,                0.49012,                 1.2413,                0.96283,                0.97493,                0.98665,                0.69528,                 1.1867,                0.48709,                 1.4339,               0.006832,               0.006832,               0.006832
                    194,                 1.1025,                 0.4853,                 1.2422,                0.95691,                0.96681,                0.98177,                0.68009,                 1.1925,                 0.5162,                 1.4432,              0.0068155,              0.0068155,              0.0068155
                    195,                 1.0968,                 0.4837,                  1.234,                 0.9647,                0.96174,                0.98459,                0.68867,                 1.2087,                0.49746,                 1.4384,               0.006799,               0.006799,               0.006799
                    196,                 1.1077,                0.48546,                 1.2263,                0.96154,                 0.9564,                 0.9831,                0.67427,                 1.2218,                0.51592,                 1.4576,              0.0067825,              0.0067825,              0.0067825
                    197,                 1.1062,                0.49408,                 1.2277,                0.96333,                0.95778,                0.98529,                 0.6808,                 1.2202,                0.51287,                 1.4506,               0.006766,               0.006766,               0.006766
                    198,                  1.105,                0.48452,                 1.2156,                0.95902,                0.95711,                0.98472,                0.67727,                 1.2219,                0.51954,                 1.4585,              0.0067495,              0.0067495,              0.0067495
                    199,                 1.1035,                0.48862,                 1.2346,                0.96197,                0.96966,                0.98695,                 0.6841,                 1.1941,                0.50056,                 1.4375,               0.006733,               0.006733,               0.006733
                    200,                 1.0996,                0.47993,                 1.2186,                0.96075,                0.95778,                0.98674,                0.67973,                 1.2043,                0.52134,                 1.4399,              0.0067165,              0.0067165,              0.0067165
                    201,                 1.1124,                0.48958,                 1.2167,                0.96347,                0.95646,                0.98521,                0.67581,                 1.2339,                0.53422,                 1.4585,                 0.0067,                 0.0067,                 0.0067
                    202,                 1.1033,                0.48518,                 1.2305,                0.95402,                0.96966,                0.98822,                0.68549,                   1.22,                 0.5326,                 1.4617,              0.0066835,              0.0066835,              0.0066835
                    203,                 1.0913,                0.47902,                 1.2379,                0.95663,                0.97889,                0.98798,                0.69198,                 1.2091,                0.50191,                 1.4577,               0.006667,               0.006667,               0.006667
                    204,                 1.1081,                0.48453,                 1.2356,                0.95673,                0.97098,                0.98671,                0.68562,                 1.2129,                 0.5036,                 1.4521,              0.0066505,              0.0066505,              0.0066505
                    205,                 1.1028,                0.48622,                 1.2185,                 0.9576,                0.96306,                0.98648,                 0.6868,                 1.2074,                0.50185,                 1.4422,               0.006634,               0.006634,               0.006634
                    206,                  1.077,                0.47191,                 1.2232,                0.97046,                0.95355,                 0.9855,                 0.6857,                 1.2146,                0.50012,                 1.4486,              0.0066175,              0.0066175,              0.0066175
                    207,                 1.0985,                0.48393,                 1.2282,                0.95857,                0.95778,                0.98629,                0.67718,                 1.2235,                0.51283,                 1.4633,               0.006601,               0.006601,               0.006601
                    208,                 1.0772,                0.48005,                   1.23,                0.95602,                0.97493,                0.98813,                 0.6876,                 1.2247,                0.48854,                 1.4584,              0.0065845,              0.0065845,              0.0065845
                    209,                 1.1042,                0.47795,                 1.2195,                0.95193,                0.97361,                0.98447,                0.68059,                 1.2297,                0.50259,                 1.4712,               0.006568,               0.006568,               0.006568
                    210,                 1.0954,                0.48486,                 1.2155,                 0.9472,                0.97889,                0.98561,                0.68157,                 1.2149,                0.50991,                 1.4619,              0.0065515,              0.0065515,              0.0065515
                    211,                 1.0884,                0.47637,                 1.2194,                0.95478,                0.97491,                0.98616,                0.67956,                  1.226,                0.50887,                 1.4752,               0.006535,               0.006535,               0.006535
                    212,                 1.1066,                0.48675,                 1.2168,                0.94721,                0.97063,                0.98645,                0.68097,                 1.2099,                0.50927,                 1.4581,              0.0065185,              0.0065185,              0.0065185
                    213,                 1.0838,                0.48251,                  1.219,                0.93838,                0.96432,                0.97722,                0.67383,                 1.2279,                0.51452,                 1.4736,               0.006502,               0.006502,               0.006502
                    214,                 1.0944,                0.47726,                 1.2345,                0.94429,                0.97098,                0.98658,                0.68672,                 1.2101,                0.51698,                  1.446,              0.0064855,              0.0064855,              0.0064855
                    215,                  1.071,                0.47699,                 1.2257,                0.94516,                0.97768,                0.98626,                0.68645,                 1.2249,                0.49957,                 1.4581,               0.006469,               0.006469,               0.006469
                    216,                 1.0655,                0.47173,                 1.2203,                0.95968,                0.96174,                0.98457,                0.68654,                 1.2264,                0.50396,                 1.4679,              0.0064525,              0.0064525,              0.0064525
                    217,                  1.062,                0.47136,                 1.2081,                0.95206,                0.96438,                 0.9867,                0.69054,                 1.2069,                0.50211,                 1.4474,               0.006436,               0.006436,               0.006436
                    218,                 1.0699,                0.47065,                 1.2196,                0.95164,                0.95778,                0.98407,                0.67694,                 1.2301,                0.51119,                 1.4676,              0.0064195,              0.0064195,              0.0064195
                    219,                 1.0777,                0.47079,                 1.2238,                 0.9464,                0.96438,                0.98292,                0.68034,                 1.2057,                0.52952,                 1.4526,               0.006403,               0.006403,               0.006403
                    220,                 1.0599,                0.47447,                 1.2053,                0.95436,                0.96042,                0.98445,                0.68292,                 1.2138,                 0.5051,                 1.4483,              0.0063865,              0.0063865,              0.0063865
                    221,                 1.0515,                0.47086,                 1.2014,                 0.9613,                0.95034,                0.97976,                0.67848,                 1.2282,                0.50912,                 1.4556,                0.00637,                0.00637,                0.00637
                    222,                 1.0783,                 0.4687,                 1.1954,                0.96144,                0.94987,                0.98341,                0.67114,                 1.2458,                0.52302,                  1.479,              0.0063535,              0.0063535,              0.0063535
                    223,                 1.0709,                0.47047,                  1.205,                0.96168,                0.97625,                0.98687,                0.69697,                 1.1927,                0.47942,                 1.4336,               0.006337,               0.006337,               0.006337
                    224,                 1.0874,                0.47186,                 1.2174,                0.96565,                0.96441,                0.98725,                 0.6836,                 1.2042,                0.48865,                 1.4305,              0.0063205,              0.0063205,              0.0063205
                    225,                 1.0652,                0.46622,                 1.1936,                0.95985,                0.96042,                0.97988,                0.68604,                 1.2075,                0.49568,                 1.4381,               0.006304,               0.006304,               0.006304
                    226,                 1.0607,                0.46324,                 1.2098,                0.95245,                0.97773,                0.98718,                0.68623,                 1.2195,                0.48948,                 1.4641,              0.0062875,              0.0062875,              0.0062875
                    227,                 1.0759,                0.47756,                 1.2004,                0.96596,                0.96306,                0.98665,                0.68783,                 1.2063,                 0.4853,                 1.4489,               0.006271,               0.006271,               0.006271
                    228,                 1.0465,                0.46738,                 1.1939,                0.96451,                0.96807,                0.98218,                0.68634,                 1.2061,                0.49941,                 1.4582,              0.0062545,              0.0062545,              0.0062545
                    229,                 1.0664,                0.46274,                 1.2065,                0.95847,                0.97757,                0.98697,                0.68588,                 1.1945,                0.49604,                 1.4351,               0.006238,               0.006238,               0.006238
                    230,                 1.0484,                0.45899,                 1.1929,                 0.9633,                 0.9723,                0.98685,                0.68588,                 1.2074,                0.48747,                 1.4446,              0.0062215,              0.0062215,              0.0062215
                    231,                 1.0707,                0.46233,                  1.206,                0.96689,                0.96313,                0.98579,                0.68494,                 1.2058,                0.49225,                 1.4392,               0.006205,               0.006205,               0.006205
                    232,                 1.0661,                0.47063,                 1.1942,                0.95612,                0.98021,                0.98705,                0.69113,                 1.2042,                0.48445,                 1.4494,              0.0061885,              0.0061885,              0.0061885
                    233,                 1.0569,                 0.4631,                 1.1955,                0.96338,                0.97175,                0.98823,                0.69155,                 1.2025,                0.48413,                 1.4415,               0.006172,               0.006172,               0.006172
                    234,                 1.0521,                0.45585,                 1.2119,                0.96218,                0.97332,                0.98829,                0.68777,                 1.2188,                0.48611,                 1.4415,              0.0061555,              0.0061555,              0.0061555
                    235,                 1.0346,                0.45179,                 1.2001,                0.95226,                0.97374,                0.98812,                 0.6891,                 1.2092,                0.48628,                 1.4544,               0.006139,               0.006139,               0.006139
                    236,                  1.046,                0.45743,                 1.1963,                0.94988,                0.97521,                0.98725,                0.68968,                 1.2039,                0.49807,                 1.4516,              0.0061225,              0.0061225,              0.0061225
                    237,                 1.0632,                0.46637,                 1.2138,                0.94996,                0.97361,                0.98061,                   0.68,                 1.2142,                0.49585,                 1.4514,               0.006106,               0.006106,               0.006106
                    238,                 1.0493,                0.46261,                 1.2018,                 0.9547,                0.96966,                0.98591,                0.68692,                  1.209,                0.49306,                 1.4524,              0.0060895,              0.0060895,              0.0060895
                    239,                 1.0466,                0.46443,                 1.2083,                0.96039,                0.95966,                0.97948,                0.68719,                 1.2036,                0.50398,                 1.4595,               0.006073,               0.006073,               0.006073
                    240,                 1.0452,                0.46562,                 1.2096,                0.95101,                0.97326,                  0.985,                0.68464,                 1.2259,                0.48449,                 1.4588,              0.0060565,              0.0060565,              0.0060565
                    241,                 1.0412,                0.45453,                 1.1967,                0.95824,                0.96865,                0.98553,                0.68308,                 1.2157,                0.48537,                 1.4465,                0.00604,                0.00604,                0.00604
                    242,                 1.0393,                0.45123,                 1.1929,                0.96075,                0.96872,                0.98671,                0.69497,                 1.1986,                0.47218,                  1.443,              0.0060235,              0.0060235,              0.0060235
                    243,                 1.0177,                0.45206,                 1.1999,                 0.9647,                 0.9723,                 0.9871,                0.69377,                 1.1911,                0.47548,                 1.4523,               0.006007,               0.006007,               0.006007
                    244,                 1.0361,                 0.4553,                 1.2062,                0.95948,                 0.9723,                0.98656,                0.69483,                 1.1881,                0.48416,                 1.4418,              0.0059905,              0.0059905,              0.0059905
                    245,                 1.0505,                 0.4601,                 1.1868,                0.96161,                0.95836,                0.98565,                0.69076,                  1.203,                0.48722,                 1.4391,               0.005974,               0.005974,               0.005974
                    246,                 1.0295,                0.44609,                 1.2012,                0.94576,                0.96616,                0.98519,                0.68104,                 1.2148,                0.50647,                 1.4634,              0.0059575,              0.0059575,              0.0059575
                    247,                 1.0387,                0.45282,                 1.2003,                0.93168,                0.96438,                0.97819,                0.67752,                 1.2278,                0.52076,                 1.4636,               0.005941,               0.005941,               0.005941
                    248,                 1.0421,                0.45464,                 1.1987,                0.94276,                0.96834,                0.98145,                0.68303,                 1.2165,                0.50569,                 1.4541,              0.0059245,              0.0059245,              0.0059245
                    249,                 1.0252,                0.45032,                  1.184,                0.94977,                0.97288,                0.98646,                0.69168,                 1.2086,                0.49767,                 1.4686,               0.005908,               0.005908,               0.005908
                    250,                 1.0367,                0.45146,                 1.1875,                0.95783,                 0.9723,                0.98646,                0.69552,                 1.1847,                 0.4753,                 1.4405,              0.0058915,              0.0058915,              0.0058915
                    251,                 1.0349,                 0.4532,                 1.1851,                0.95335,                0.97098,                0.98633,                0.68496,                  1.209,                0.48573,                 1.4526,               0.005875,               0.005875,               0.005875
                    252,                 1.0176,                0.44115,                 1.1751,                0.93946,                0.98549,                0.98604,                0.68959,                 1.2051,                0.48625,                 1.4609,              0.0058585,              0.0058585,              0.0058585
                    253,                 1.0175,                0.44395,                 1.1938,                0.96741,                0.96174,                 0.9872,                0.68723,                 1.2182,                0.48688,                 1.4646,               0.005842,               0.005842,               0.005842
                    254,                 1.0355,                0.44685,                 1.1936,                0.94922,                 0.9723,                0.98606,                0.67802,                 1.2415,                0.48953,                 1.4735,              0.0058255,              0.0058255,              0.0058255
                    255,                 1.0311,                0.44767,                 1.1947,                0.95603,                0.96966,                0.98686,                0.67971,                 1.2258,                0.48912,                 1.4518,               0.005809,               0.005809,               0.005809
                    256,                 1.0339,                0.45207,                 1.1881,                0.95449,                0.96833,                0.98388,                0.67867,                 1.2205,                0.48628,                 1.4536,              0.0057925,              0.0057925,              0.0057925
                    257,                 1.0101,                0.44078,                 1.1647,                0.95098,                0.96834,                0.98045,                0.68063,                  1.216,                0.48597,                 1.4636,               0.005776,               0.005776,               0.005776
                    258,                 1.0423,                0.45043,                 1.1975,                0.94645,                0.97927,                 0.9848,                0.68724,                 1.2133,                0.47932,                 1.4598,              0.0057595,              0.0057595,              0.0057595
                    259,                 1.0138,                0.44543,                 1.1849,                0.95601,                 0.9748,                0.97934,                0.68378,                 1.2088,                0.47826,                 1.4602,               0.005743,               0.005743,               0.005743
                    260,                 1.0193,                0.44058,                 1.1819,                0.93578,                0.98047,                0.97894,                0.67815,                 1.2141,                 0.5057,                 1.4545,              0.0057265,              0.0057265,              0.0057265
                    261,                 1.0331,                0.44714,                 1.1938,                0.95061,                0.97625,                0.98625,                0.68557,                 1.2086,                0.48323,                 1.4519,                0.00571,                0.00571,                0.00571
                    262,                 1.0066,                0.43991,                  1.186,                0.96441,                0.96523,                0.98762,                0.68787,                 1.2074,                0.48213,                 1.4583,              0.0056935,              0.0056935,              0.0056935
                    263,                0.98324,                0.42831,                 1.1643,                0.94558,                0.98567,                0.98639,                 0.6874,                 1.2176,                0.49116,                 1.4655,               0.005677,               0.005677,               0.005677
                    264,                 1.0181,                 0.4481,                 1.1712,                0.96183,                 0.9723,                0.98702,                0.69156,                 1.2039,                0.47136,                 1.4543,              0.0056605,              0.0056605,              0.0056605
                    265,                 1.0163,                0.43998,                 1.1972,                0.94408,                0.97994,                0.98587,                0.68722,                 1.2042,                0.47691,                 1.4536,               0.005644,               0.005644,               0.005644
                    266,                 1.0156,                0.44555,                 1.2034,                0.95892,                0.96702,                0.98581,                0.67554,                 1.2284,                0.49021,                 1.4763,              0.0056275,              0.0056275,              0.0056275
                    267,                 1.0098,                0.44545,                 1.1785,                 0.9561,                0.96174,                0.98247,                0.67618,                 1.2355,                0.49286,                 1.4743,               0.005611,               0.005611,               0.005611
                    268,                 1.0269,                0.44274,                  1.162,                0.94814,                0.96485,                0.98586,                0.67485,                 1.2325,                0.49985,                 1.4776,              0.0055945,              0.0055945,              0.0055945
                    269,                 1.0145,                 0.4442,                 1.1819,                0.95711,                0.97152,                0.98584,                0.68923,                 1.2084,                0.48951,                 1.4487,               0.005578,               0.005578,               0.005578
                    270,                 1.0177,                 0.4426,                 1.1771,                0.95452,                0.96904,                0.97935,                0.68301,                 1.2318,                0.49838,                 1.4637,              0.0055615,              0.0055615,              0.0055615
                    271,                 1.0223,                 0.4437,                 1.1676,                0.96185,                0.96457,                0.98642,                0.68175,                 1.2376,                0.49986,                 1.4756,               0.005545,               0.005545,               0.005545
                    272,                 1.0016,                 0.4379,                 1.1786,                0.97138,                0.96174,                0.98712,                0.68294,                 1.2278,                0.47707,                 1.4668,              0.0055285,              0.0055285,              0.0055285
                    273,                0.99872,                0.43078,                 1.1807,                0.96758,                 0.9591,                0.98612,                0.68554,                 1.2226,                0.47617,                  1.465,               0.005512,               0.005512,               0.005512
                    274,                 1.0182,                0.44414,                 1.1649,                0.95965,                0.95383,                0.98425,                0.67984,                 1.2223,                 0.4939,                 1.4762,              0.0054955,              0.0054955,              0.0054955
                    275,                0.99092,                0.43039,                 1.1878,                0.95752,                0.96834,                0.98265,                0.68347,                 1.2396,                0.48932,                 1.4924,               0.005479,               0.005479,               0.005479
                    276,                 1.0045,                0.44046,                 1.1912,                0.96263,                0.97098,                 0.9858,                0.68807,                 1.2253,                0.48087,                 1.4753,              0.0054625,              0.0054625,              0.0054625
                    277,                 1.0091,                0.43634,                  1.169,                0.95211,                0.97052,                 0.9854,                0.68085,                 1.2273,                0.49419,                 1.4827,               0.005446,               0.005446,               0.005446
                    278,                0.97556,                0.43178,                 1.1683,                0.95945,                 0.9723,                0.98667,                0.68443,                 1.2332,                0.47447,                 1.4789,              0.0054295,              0.0054295,              0.0054295
                    279,                 1.0124,                0.43719,                 1.1773,                0.96806,                0.95971,                0.98655,                0.68702,                 1.2257,                0.48007,                 1.4633,               0.005413,               0.005413,               0.005413
                    280,                0.98663,                0.42771,                 1.1653,                0.95993,                0.97493,                0.98736,                0.69763,                 1.1969,                0.46271,                 1.4433,              0.0053965,              0.0053965,              0.0053965
                    281,                 0.9962,                0.43408,                 1.1841,                0.95415,                0.96966,                0.98389,                0.67696,                 1.2357,                0.49346,                  1.465,                0.00538,                0.00538,                0.00538
                    282,                 1.0052,                  0.439,                 1.1662,                0.93309,                0.97506,                0.98414,                 0.6831,                 1.2134,                0.50668,                 1.4631,              0.0053635,              0.0053635,              0.0053635
                    283,                0.99204,                0.43045,                 1.1621,                0.94933,                0.96402,                 0.9792,                0.68141,                 1.2091,                0.50534,                 1.4585,               0.005347,               0.005347,               0.005347
                    284,                 1.0149,                0.43876,                 1.1768,                0.95438,                0.96595,                0.98568,                0.68991,                 1.2088,                0.48083,                  1.464,              0.0053305,              0.0053305,              0.0053305
                    285,                0.98015,                0.43056,                 1.1563,                 0.9472,                 0.9704,                0.97823,                 0.6814,                 1.2168,                0.49407,                 1.4727,               0.005314,               0.005314,               0.005314
                    286,                0.99931,                 0.4356,                 1.1686,                0.94381,                0.97507,                0.98047,                0.68777,                 1.2113,                0.47161,                 1.4673,              0.0052975,              0.0052975,              0.0052975
                    287,                0.99525,                0.43326,                  1.183,                 0.9545,                0.96854,                0.98391,                0.68618,                 1.2126,                0.47669,                 1.4589,               0.005281,               0.005281,               0.005281
                    288,                0.99625,                0.43566,                 1.1812,                0.95101,                0.97317,                0.98403,                0.68459,                 1.2223,                0.48555,                 1.4637,              0.0052645,              0.0052645,              0.0052645
                    289,                0.97727,                0.42929,                 1.1553,                0.95464,                0.97169,                 0.9845,                 0.6853,                 1.2198,                0.48263,                 1.4572,               0.005248,               0.005248,               0.005248
                    290,                0.98896,                0.42986,                 1.1565,                0.95036,                0.95981,                0.98023,                0.68454,                 1.2121,                 0.4957,                 1.4707,              0.0052315,              0.0052315,              0.0052315
                    291,                0.99464,                0.43027,                 1.1784,                0.95005,                0.97871,                0.98513,                0.69151,                 1.1986,                0.47452,                 1.4652,               0.005215,               0.005215,               0.005215
                    292,                0.97929,                0.42416,                 1.1749,                0.95987,                0.98153,                0.98747,                0.69006,                 1.2166,                0.46856,                 1.4722,              0.0051985,              0.0051985,              0.0051985
                    293,                0.98585,                0.42473,                  1.164,                0.96052,                0.98285,                0.98772,                0.69399,                 1.2028,                0.46218,                 1.4596,               0.005182,               0.005182,               0.005182
                    294,                0.98694,                0.42637,                 1.1557,                0.95967,                0.97889,                0.98774,                0.69462,                 1.2115,                0.46383,                 1.4639,              0.0051655,              0.0051655,              0.0051655
                    295,                0.97656,                0.42868,                 1.1564,                0.95869,                0.97969,                 0.9864,                0.69493,                 1.2165,                0.46767,                 1.4712,               0.005149,               0.005149,               0.005149
                    296,                0.98584,                0.42127,                   1.16,                0.94713,                0.96897,                0.98556,                0.68407,                 1.2169,                0.48709,                 1.4613,              0.0051325,              0.0051325,              0.0051325
                    297,                0.97794,                0.42838,                 1.1601,                 0.9532,                0.97361,                0.98541,                0.68557,                   1.22,                0.47556,                 1.4657,               0.005116,               0.005116,               0.005116
                    298,                0.98926,                0.42607,                 1.1637,                0.95237,                0.97601,                0.98449,                0.68137,                 1.2122,                0.47929,                 1.4677,              0.0050995,              0.0050995,              0.0050995
                    299,                0.99307,                 0.4304,                 1.1548,                0.94906,                0.97757,                0.98492,                0.68395,                 1.2185,                0.47189,                 1.4616,               0.005083,               0.005083,               0.005083
                    300,                0.97786,                0.42259,                 1.1598,                0.95461,                0.97098,                0.98666,                0.68714,                 1.2262,                0.47463,                 1.4732,              0.0050665,              0.0050665,              0.0050665
                    301,                 0.9785,                0.42158,                 1.1572,                0.95856,                0.97654,                0.98541,                0.69604,                 1.2033,                0.46958,                 1.4562,                0.00505,                0.00505,                0.00505
                    302,                 0.9706,                0.42032,                 1.1724,                0.95194,                0.96683,                0.97884,                0.68331,                 1.2302,                0.48469,                 1.4692,              0.0050335,              0.0050335,              0.0050335
                    303,                 0.9766,                0.42048,                 1.1699,                0.95643,                0.96702,                0.97922,                0.69141,                 1.2077,                0.47819,                 1.4541,               0.005017,               0.005017,               0.005017
                    304,                0.98672,                 0.4316,                 1.1523,                0.96054,                0.97625,                0.98756,                0.69994,                 1.2009,                0.45634,                 1.4553,              0.0050005,              0.0050005,              0.0050005
                    305,                0.96805,                0.42181,                 1.1528,                0.96363,                 0.9723,                0.98717,                0.69893,                 1.2125,                0.46386,                 1.4629,               0.004984,               0.004984,               0.004984
                    306,                0.96321,                0.41721,                 1.1465,                0.95907,                 0.9657,                0.98634,                0.68709,                 1.2222,                0.48286,                 1.4776,              0.0049675,              0.0049675,              0.0049675
                    307,                0.96693,                0.41671,                 1.1479,                0.96294,                0.95973,                0.98355,                0.68662,                 1.2451,                0.48198,                 1.4901,               0.004951,               0.004951,               0.004951
                    308,                0.95054,                0.41684,                   1.15,                0.96428,                0.96171,                0.98101,                0.68609,                 1.2263,                0.47571,                 1.4879,              0.0049345,              0.0049345,              0.0049345
                    309,                0.95955,                0.41902,                  1.131,                0.96231,                0.96042,                0.97944,                  0.683,                 1.2172,                0.49954,                 1.4856,               0.004918,               0.004918,               0.004918
                    310,                0.97881,                0.42229,                 1.1594,                0.96302,                0.96702,                0.98386,                0.68534,                 1.2186,                0.47679,                  1.472,              0.0049015,              0.0049015,              0.0049015
                    311,                0.96742,                0.42519,                 1.1543,                0.95817,                0.96694,                 0.9794,                0.67833,                 1.2412,                0.48938,                 1.4808,               0.004885,               0.004885,               0.004885
                    312,                 0.9637,                0.41711,                 1.1577,                0.95697,                0.96966,                0.97976,                0.68823,                 1.2292,                0.46563,                 1.4708,              0.0048685,              0.0048685,              0.0048685
